country,Employee age,Emplyoee work exp,Salary
Portugal,27,7,50700
Norway,33,15,114800
Italy,43,20,103700
Sweden,30,7,92900
Denmark,23,2,77400
Argentina,36,12,47100
Belgium,30,4,72600
Belgium,34,10,80400
France,43,25,131100
France,20,1,49700
Spain,34,15,88300
Switzerland,37,12,116100
Sweden,34,9,86300
Mexico,29,4,27400
Germany,23,5,87000
Italy,34,14,83300
Sweden,49,24,137400
Austria,30,11,92200
Poland,44,26,105900
Sweden,32,11,88700
Brazil,27,3,45900
Denmark,29,0,74400
Poland,35,8,59800
Portugal,19,1,40300
Germany,26,5,97200
Poland,42,17,81600
US,38,14,110400
Italy,19,0,52200
Norway,25,1,85900
US,45,20,125100
Poland,28,6,59800
Ireland,30,12,90200
Germany,31,10,91500
Sweden,33,12,84800
Belgium,46,24,128500
Switzerland,18,0,90300
Germany,55,31,166100
Norway,41,21,118600
Netherlands,37,13,102600
France,50,29,153400
Portugal,40,15,81000
Canada,38,17,87400
Poland,32,8,73100
Switzerland,30,5,100300
Austria,64,41,177800
Spain,20,0,41300
Poland,33,11,78100
France,34,14,99300
Sweden,33,15,101900
Canada,44,23,126100
Ireland,42,20,128700
Netherlands,48,25,130800
Ireland,45,24,121100
Denmark,36,11,97200
Norway,29,9,97200
Portugal,38,16,70900
Netherlands,47,27,134600
Portugal,36,13,65400
Switzerland,21,0,90600
Austria,37,11,96100
Poland,35,16,79000
Mexico,34,8,46400
Norway,32,10,101600
France,39,14,92200
UK,51,31,146200
Canada,42,21,115900
Switzerland,18,0,104900
Mexico,43,24,72800
Sweden,60,42,175300
France,47,29,142900
Spain,25,5,60800
Belgium,56,34,149300
Sweden,46,27,140500
France,33,9,86400
Italy,55,34,138200
Germany,52,28,157000
Belgium,30,12,115400
France,39,19,113400
Poland,49,30,139000
Italy,36,17,94200
Argentina,38,14,53500
Belgium,33,11,89000
UK,38,13,105600
Canada,41,18,107600
Canada,26,2,81300
Portugal,38,13,57000
US,30,12,106800
UK,47,28,143800
Norway,42,21,135500
Austria,47,27,134300
Italy,53,35,142800
US,26,6,92400
Spain,22,0,59400
Austria,37,12,97500
Germany,38,18,112100
Ireland,38,12,90200
Ireland,40,16,107000
US,39,15,98300
Poland,18,0,37100
US,54,31,133900
Argentina,41,21,67100
Denmark,25,5,90800
US,33,10,97400
Germany,43,16,111100
Netherlands,36,16,108500
Canada,19,0,60400
Netherlands,25,0,69400
Brazil,39,21,85400
Denmark,25,1,67700
Italy,42,21,105700
France,57,36,156300
UK,18,0,64200
Austria,18,0,57900
US,37,13,106800
Sweden,41,15,97300
Ireland,35,13,91900
Germany,50,26,150700
Canada,31,9,87300
Norway,36,9,106000
US,46,28,130700
France,22,4,66600
France,45,18,119200
Germany,37,15,119900
Netherlands,34,13,102000
Brazil,25,7,36600
Belgium,38,20,123300
US,26,0,73000
Canada,40,14,101900
Belgium,32,8,83000
Argentina,40,20,72000
Poland,48,25,117800
France,61,38,182100
Brazil,42,16,61100
Germany,33,10,94500
Portugal,43,25,101500
UK,40,16,129600
Poland,30,10,74900
Argentina,28,5,32200
Poland,40,16,101000
Switzerland,26,4,114700
Poland,54,32,126800
Mexico,37,16,57100
Norway,40,22,153800
Denmark,36,14,110800
Argentina,28,7,34600
Germany,28,8,99500
US,20,0,65800
Mexico,24,0,20600
US,34,14,114500
Mexico,47,27,101900
Netherlands,43,17,122600
Norway,50,32,156700
Belgium,20,0,57300
Argentina,30,10,25600
France,18,0,64200
Netherlands,41,18,123400
US,52,30,167200
Norway,49,25,152800
Argentina,18,0,32600
Belgium,23,0,75400
Mexico,46,27,100200
Brazil,40,19,66700
US,22,0,76600
Switzerland,24,4,106900
Ireland,26,4,81600
US,38,10,90800
Germany,34,12,97200
Ireland,23,2,82900
Switzerland,37,12,125200
Ireland,29,5,74000
Portugal,42,17,79700
Portugal,40,22,95400
Ireland,35,12,103700
Argentina,30,1,27300
France,46,28,142300
Portugal,44,21,99800
Argentina,35,17,60600
Austria,24,0,56300
Norway,28,4,80000
Poland,18,0,40200
Germany,25,3,82000
Argentina,45,23,81700
Norway,52,31,146200
Austria,22,0,71800
Netherlands,28,4,91300
Austria,27,2,77200
Ireland,30,12,97100
Canada,34,16,106200
Mexico,41,20,70900
Brazil,30,8,54000
Netherlands,53,34,143900
Italy,28,1,56700
Mexico,33,11,40700
Argentina,35,12,56600
Ireland,41,23,128900
France,31,11,99400
Sweden,41,17,100500
Norway,28,4,92900
Belgium,26,8,81900
Portugal,40,16,77100
Austria,46,27,120500
Ireland,30,3,78900
Spain,19,0,45600
Argentina,28,6,19800
Germany,35,14,123000
Austria,29,4,69600
Mexico,36,16,66000
Portugal,18,0,40400
Switzerland,33,11,126400
Switzerland,22,4,98200
UK,44,26,144000
Germany,24,4,82700
Norway,25,3,72600
Austria,41,15,121800
Norway,26,4,85400
Austria,37,13,105000
Austria,34,12,98600
Mexico,34,8,55700
Brazil,32,11,57000
US,23,0,122600
Germany,44,19,127800
Ireland,25,0,66600
Mexico,30,11,71600
Spain,36,6,71100
Germany,37,18,111000
Austria,24,0,61700
Spain,42,22,114100
Poland,48,27,114400
Belgium,22,0,57800
Switzerland,51,28,382200
Germany,33,11,99400
France,52,31,148700
Brazil,36,8,33700
Switzerland,34,8,119100
Spain,43,22,121200
Brazil,33,12,50200
Switzerland,32,12,133800
Argentina,19,0,9000
Brazil,40,21,80500
Sweden,26,4,70100
Norway,27,6,101800
Germany,45,24,139100
Netherlands,25,7,80600
Norway,41,22,134800
France,41,23,131300
Italy,46,28,130700
Mexico,27,4,31300
Poland,23,0,39600
UK,40,22,134400
Germany,29,9,83000
Switzerland,50,25,159100
Italy,21,0,54100
Canada,44,21,104900
Sweden,46,20,115000
Brazil,47,28,91700
Norway,22,2,88700
Denmark,30,10,110100
Poland,35,12,69500
Brazil,30,10,49700
Norway,24,0,78200
Belgium,32,6,72600
Mexico,32,10,51300
Ireland,34,15,108700
Denmark,28,4,78100
Norway,46,27,151000
Denmark,18,0,73000
Norway,36,11,99800
Germany,45,26,136300
Portugal,25,3,56500
Norway,45,20,132100
Belgium,20,0,66400
Switzerland,40,19,126000
Mexico,18,0,26300
Denmark,30,11,100400
Belgium,30,6,74300
Netherlands,25,5,84900
Norway,32,11,100100
UK,27,4,93600
Poland,29,5,66900
France,45,23,121800
Mexico,31,10,38600
Belgium,21,0,67600
Sweden,52,30,155500
US,47,29,158400
Belgium,35,17,113200
Netherlands,29,7,86500
Germany,33,10,86200
Poland,36,10,65500
Germany,42,15,90800
Spain,42,19,100900
Sweden,40,16,105700
Spain,35,14,96000
Brazil,45,24,79900
Netherlands,35,17,112300
US,34,11,101800
Spain,30,8,79200
Norway,47,24,140100
Belgium,27,5,82600
Sweden,18,0,59800
Argentina,46,24,84200
Ireland,23,2,65000
UK,49,26,137000
Germany,22,1,77700
France,25,0,60000
UK,35,11,103300
Mexico,27,6,37400
UK,24,2,69100
Brazil,32,11,39800
Austria,42,21,117100
Switzerland,27,9,125100
Mexico,53,31,100000
Portugal,30,8,55600
Belgium,24,1,59100
Belgium,36,14,100700
Denmark,18,0,76300
Spain,23,0,51200
Switzerland,39,16,149300
Argentina,20,0,33600
Italy,35,16,98800
Denmark,26,5,102600
Ireland,18,0,58600
Brazil,30,6,55800
France,42,19,108200
Brazil,24,6,28700
Brazil,43,16,64700
Canada,22,0,68200
Italy,24,1,50200
Spain,29,7,57100
UK,33,7,98000
Spain,33,10,78000
Spain,44,25,117100
Brazil,34,11,56500
France,22,0,50600
Canada,29,8,81900
Switzerland,36,18,142500
Spain,36,12,67400
Germany,34,16,119400
Switzerland,35,16,126700
Portugal,31,11,66100
Denmark,46,21,142500
Switzerland,44,22,171200
Germany,20,0,67000
Spain,32,10,80600
Norway,27,1,78300
US,27,6,86300
Spain,27,7,62900
Sweden,38,18,101500
Belgium,42,24,132900
Portugal,29,6,45800
Switzerland,18,0,117600
Poland,38,13,85100
US,37,15,107300
Austria,34,15,99100
Germany,34,12,102100
France,26,7,81700
Spain,51,29,132900
Brazil,42,24,98100
Spain,40,19,105900
Denmark,28,6,91500
Spain,53,35,137100
Germany,22,0,69000
UK,34,11,103200
Brazil,44,22,78700
Poland,42,19,101400
Ireland,45,23,179500
Portugal,25,4,41100
Poland,28,6,54000
UK,22,1,68400
Germany,40,19,124300
France,21,3,62000
Belgium,50,32,142400
Poland,41,13,77500
Portugal,27,8,54200
Denmark,42,19,139200
Sweden,41,22,123300
Sweden,35,10,85600
Italy,30,6,67200
Belgium,41,14,94500
UK,22,0,78500
Sweden,33,13,105000
Norway,37,11,99400
Mexico,25,5,44400
France,52,29,145300
Brazil,37,18,82100
Sweden,56,32,136600
UK,35,16,103700
Brazil,20,0,22700
Canada,18,0,61700
Argentina,39,14,61800
Italy,39,19,104200
Norway,33,12,96300
Poland,18,0,36700
Mexico,39,18,65100
Portugal,23,0,40600
Argentina,39,14,56800
Spain,25,1,55800
Italy,40,22,117600
Norway,40,14,120300
Canada,29,9,98400
Switzerland,29,6,100500
Italy,29,6,64900
Netherlands,27,9,147900
US,26,4,75400
Germany,25,0,85500
Mexico,31,13,54600
Germany,25,2,145100
Belgium,32,12,85100
Mexico,39,15,64500
Portugal,36,15,77600
UK,33,10,93800
Ireland,39,21,118800
Norway,34,13,108100
Netherlands,28,3,77200
Italy,26,1,42300
Canada,23,0,59000
UK,44,23,116400
Poland,28,5,45900
Poland,18,0,34400
Austria,42,24,129400
Netherlands,27,3,70800
Germany,22,4,75000
Spain,45,22,116200
Italy,39,19,88400
Brazil,18,0,30500
Italy,50,29,129200
Poland,60,40,150300
Sweden,44,24,127100
UK,40,19,127400
Netherlands,40,14,102700
Argentina,43,21,84900
Denmark,40,20,123000
US,26,6,105800
Netherlands,29,8,91900
Spain,40,21,111300
Argentina,56,35,126500
Poland,38,11,72700
Italy,20,0,37200
Brazil,34,5,21500
Spain,23,0,46600
Switzerland,32,9,124400
UK,24,5,71800
Austria,25,3,64000
Poland,35,13,70000
Austria,43,22,117900
Switzerland,28,3,88900
Italy,20,1,42700
Mexico,38,18,65200
Canada,46,28,131800
Brazil,49,31,90900
Poland,36,15,76000
Denmark,30,11,95700
Sweden,37,11,98300
Canada,57,37,166400
Austria,42,16,109400
Mexico,52,27,93200
France,28,3,76500
France,37,12,94100
Netherlands,34,13,127200
Netherlands,43,19,103000
Belgium,29,6,77800
Netherlands,52,32,158600
Italy,36,8,52700
Argentina,50,28,80000
Germany,22,0,74600
Brazil,42,18,56700
Sweden,22,1,71600
UK,33,13,99900
Belgium,26,1,74700
Germany,28,7,105300
US,45,27,148200
Spain,50,31,132300
Germany,47,28,149500
Switzerland,32,12,133200
Netherlands,37,16,114200
Italy,30,4,69500
Mexico,41,20,71700
Spain,30,11,74500
Denmark,42,18,117700
Argentina,31,8,36900
Mexico,37,14,57600
Italy,31,8,59400
UK,34,8,87200
Netherlands,25,1,78700
Ireland,32,9,80300
Ireland,33,12,98500
Poland,23,4,57600
Italy,33,3,46700
Mexico,20,0,26800
Italy,45,24,103500
Brazil,32,11,57800
Brazil,23,1,11100
Italy,47,25,108900
Sweden,20,0,55400
Denmark,39,16,131600
Portugal,41,18,74100
Denmark,44,20,137700
Austria,20,0,54400
Sweden,42,23,106400
Poland,21,2,39700
Austria,36,11,112800
Mexico,18,0,23600
Ireland,21,3,72800
Portugal,42,22,94800
Norway,49,27,149400
UK,26,6,84600
Brazil,35,16,72200
Poland,31,8,65900
Mexico,29,6,26400
Netherlands,47,28,143900
US,34,12,101500
Norway,21,0,71200
Italy,38,20,99100
Portugal,19,0,48100
Austria,26,6,75100
Austria,39,16,91700
France,31,10,98500
Denmark,41,23,128700
Argentina,40,18,68800
Canada,44,21,126600
Austria,50,30,149000
Germany,42,22,130700
Norway,30,7,108600
Sweden,18,0,73300
Ireland,26,0,70200
Spain,24,4,57700
Ireland,51,33,137700
France,57,36,156400
Portugal,46,26,106600
Germany,39,21,118000
Austria,22,0,67600
US,22,3,71100
Brazil,32,12,37500
Germany,36,14,104200
Germany,42,21,140500
Sweden,19,0,60000
Norway,33,9,112000
Ireland,23,0,60300
Italy,24,0,46300
Argentina,41,23,63900
Ireland,36,14,112200
US,45,22,142200
Ireland,42,24,119600
Poland,36,16,81600
US,43,22,143100
Sweden,34,12,86300
Italy,38,16,79400
Denmark,45,20,126200
Austria,26,4,55700
UK,25,0,60200
Spain,48,25,118200
UK,30,8,90800
Netherlands,40,17,123600
Spain,44,24,130400
Switzerland,45,22,136000
Spain,38,19,109400
Spain,36,17,84500
Denmark,34,13,94400
Denmark,29,7,85700
Brazil,18,0,9700
US,21,0,69400
Canada,40,11,88700
Canada,21,0,61800
Poland,18,0,26000
Denmark,45,27,142100
Denmark,35,8,93000
Belgium,34,12,92900
Mexico,33,9,58100
Argentina,26,7,30100
Italy,57,34,134900
Belgium,44,19,112300
Switzerland,30,9,107700
Argentina,41,18,68800
Mexico,19,0,8800
Italy,41,15,79400
Norway,26,5,89400
Brazil,39,16,59000
UK,48,30,151800
Italy,30,9,77300
Germany,36,15,103000
Argentina,18,0,20200
Denmark,34,11,88600
UK,44,23,142600
Canada,22,3,72600
Austria,41,16,85900
Austria,32,5,73800
Brazil,18,0,33100
Denmark,37,19,122400
Germany,26,0,63900
Canada,40,19,103600
France,36,13,91300
Spain,27,6,55900
Spain,44,19,97800
Belgium,38,20,127700
Portugal,36,16,84000
Brazil,21,0,11400
Spain,33,13,71900
Argentina,35,13,42700
Portugal,32,6,52000
Netherlands,35,14,95900
Mexico,36,11,49200
Argentina,50,32,96100
Spain,42,20,99000
Sweden,31,9,86000
US,48,24,140200
Canada,37,19,190800
Belgium,39,12,107200
Belgium,19,0,66600
Italy,25,6,68100
Poland,38,18,80300
Poland,42,21,87600
France,28,3,77200
Argentina,44,23,92400
Netherlands,46,23,135300
Ireland,30,11,98400
Argentina,30,3,33800
Canada,52,30,153900
Sweden,31,12,100100
Sweden,43,21,108300
Italy,29,8,81600
Poland,24,4,48000
Switzerland,49,22,142400
Austria,32,11,82300
Argentina,24,2,27000
Ireland,18,0,77000
Portugal,36,13,65000
Germany,28,6,94800
Argentina,28,1,25000
Brazil,48,20,74500
Portugal,18,0,32200
Austria,51,24,136800
US,63,42,205500
Norway,18,0,76200
Brazil,36,16,71400
Italy,51,23,98500
Argentina,33,10,48000
Austria,29,6,89800
Netherlands,46,23,120600
Belgium,37,12,102900
Switzerland,41,16,144600
Canada,49,22,121400
Denmark,27,1,79300
Portugal,46,18,87300
Portugal,23,3,33700
Germany,18,0,64300
US,34,13,109500
Netherlands,49,31,158000
Germany,40,22,130100
US,33,13,115900
Spain,34,16,77700
Poland,18,0,45000
Germany,30,12,106200
UK,24,0,60100
Brazil,29,10,48700
Portugal,31,11,72900
Germany,36,14,120900
Spain,23,0,54200
Argentina,18,0,15000
Austria,47,22,138700
France,35,13,106300
Ireland,22,0,60600
Germany,30,12,91800
UK,48,19,119200
Netherlands,19,0,62700
France,25,2,57700
Austria,26,8,77100
France,28,7,77400
Norway,34,15,132800
Italy,42,24,116600
Norway,43,20,127700
Denmark,18,0,77900
Ireland,33,8,99300
Spain,35,9,68500
Belgium,34,15,101100
Sweden,37,14,91700
Spain,43,18,102000
Switzerland,40,20,151900
Netherlands,43,24,148300
Belgium,31,6,78200
Italy,52,29,136200
US,22,3,69100
Netherlands,18,0,67300
France,37,12,98000
Spain,52,30,125000
Belgium,25,3,68200
Poland,37,17,79000
Austria,32,7,81600
US,29,8,104500
US,39,16,129400
Canada,43,20,125000
Germany,36,14,104900
Belgium,31,9,87900
Canada,39,16,99300
Argentina,31,13,47600
Denmark,33,11,96600
Poland,27,8,56000
Denmark,41,18,124900
France,40,22,129100
Brazil,34,11,47300
Belgium,25,6,78800
Sweden,52,30,148800
Poland,33,11,61100
Poland,45,18,97800
Norway,40,22,136200
Sweden,24,0,66500
Netherlands,24,0,74900
Austria,28,2,64100
UK,49,27,131700
US,18,0,68300
Argentina,34,14,69700
Denmark,40,17,116700
France,40,17,110500
Switzerland,27,3,97400
Austria,46,28,142300
Sweden,23,2,65600
Switzerland,37,17,144500
Netherlands,35,17,116800
Switzerland,48,29,166800
Argentina,41,19,152100
Italy,42,19,93200
Belgium,26,0,53700
Italy,31,9,60000
Ireland,37,15,116800
Argentina,50,30,89300
Brazil,41,19,77400
Austria,37,19,108400
Spain,41,17,95900
Italy,34,6,60000
Switzerland,23,0,92100
US,35,12,108900
Argentina,33,10,34800
Argentina,47,29,102600
Denmark,34,15,118000
Brazil,43,19,71200
Brazil,25,0,12400
Mexico,41,22,84400
Argentina,35,10,52100
US,34,16,124000
Sweden,31,13,106800
Brazil,35,11,43200
Switzerland,31,13,137400
Ireland,42,19,120700
Canada,35,15,108000
Austria,27,8,91200
Belgium,36,14,104500
Germany,38,14,94500
Denmark,51,28,140400
Argentina,44,21,89700
UK,37,13,90100
Argentina,30,9,59700
Austria,36,10,74600
Germany,40,22,129000
Switzerland,33,12,136000
Spain,23,0,58600
Denmark,29,8,93000
Poland,64,46,151900
Argentina,25,5,25400
Mexico,56,38,126000
US,22,0,81300
Canada,43,16,102300
Switzerland,34,10,110500
UK,44,19,127100
US,24,2,59200
Austria,21,3,67000
Switzerland,45,27,162800
Denmark,34,9,100500
Poland,30,8,80300
Netherlands,57,32,149500
Spain,45,22,101300
Canada,22,1,77800
Belgium,41,22,121000
Norway,49,28,146900
Switzerland,37,17,136000
Sweden,30,10,95000
Argentina,36,18,74000
Germany,31,13,109100
US,35,10,102400
Netherlands,20,0,65500
Sweden,48,29,132100
Ireland,34,16,100200
Brazil,31,3,21500
Switzerland,18,0,92600
Italy,24,5,58600
Mexico,18,0,41500
Poland,25,2,53400
Netherlands,31,3,84300
Norway,49,29,153700
Germany,37,12,127700
Poland,36,13,71800
Sweden,34,14,114400
Mexico,27,9,48300
Sweden,45,20,116900
Ireland,22,0,67100
Denmark,24,4,75500
Belgium,51,29,134200
Portugal,42,14,58400
Argentina,45,21,77200
US,34,7,95800
Austria,45,22,112900
Spain,51,25,110800
Poland,48,28,108500
Canada,27,7,81500
France,29,8,84400
Spain,31,8,69100
Belgium,18,0,63900
Austria,39,21,109600
UK,18,0,62400
Germany,32,10,91200
Sweden,18,0,61100
Denmark,32,11,101800
Brazil,41,18,77400
Argentina,48,26,95200
Poland,39,18,89100
Spain,36,14,90000
Canada,48,29,141200
Germany,31,8,82100
Germany,41,16,116200
Ireland,46,28,141800
US,45,19,118700
Italy,36,8,66600
France,46,27,143000
Italy,18,0,45000
Ireland,43,22,128200
Mexico,34,16,70000
Canada,27,6,82100
Italy,38,11,79000
Mexico,50,32,98900
Canada,42,19,111400
Denmark,22,4,67800
France,34,10,83200
Brazil,25,6,57800
Ireland,47,26,125100
Poland,30,10,78100
Canada,19,0,76400
Norway,34,12,112400
US,39,21,136700
Denmark,18,0,84000
Canada,41,13,107700
France,31,5,78200
Germany,39,16,105500
Netherlands,41,20,130100
Argentina,30,10,30100
Belgium,53,33,152000
Switzerland,56,34,182400
Denmark,32,9,96100
Norway,36,14,109000
Italy,22,0,48700
Switzerland,44,20,132800
Ireland,30,10,93000
Sweden,24,2,70400
Spain,28,9,80200
Denmark,24,4,95100
Netherlands,18,0,58800
Italy,21,0,47600
Mexico,40,15,59200
Spain,40,19,104700
US,38,14,112700
Denmark,40,19,108600
Italy,33,8,76100
Poland,18,0,39000
Argentina,18,0,15900
UK,47,23,147800
Italy,30,12,83500
Brazil,41,13,67800
Austria,25,2,77400
Poland,20,0,29700
Portugal,60,37,140100
Brazil,29,8,47200
Mexico,45,23,86400
Sweden,26,0,70000
Germany,30,12,104400
Switzerland,43,19,148100
Austria,23,0,61900
Spain,54,35,124000
Sweden,48,26,137400
France,50,27,134100
Brazil,21,0,21300
Argentina,42,23,69900
Netherlands,49,29,149300
Sweden,44,17,113000
Germany,21,0,88300
US,26,2,83200
Argentina,18,0,19100
France,33,11,90400
Netherlands,48,23,127400
Switzerland,34,7,109300
Belgium,32,8,93300
Spain,40,10,77400
Belgium,40,22,125200
Sweden,39,15,103300
Austria,57,32,145800
Germany,21,0,64900
France,21,1,69100
Denmark,19,0,68300
Spain,36,11,81000
Austria,40,19,113200
Ireland,35,17,97200
Argentina,36,13,47500
Ireland,41,22,137400
Poland,60,39,143900
Spain,29,7,56300
US,18,0,72700
Netherlands,39,20,140300
Brazil,27,5,36300
Sweden,42,14,191200
Canada,54,32,142200
Mexico,34,15,62100
Poland,36,15,77600
Sweden,36,10,88800
Portugal,29,11,71200
Italy,27,3,62900
Canada,44,22,126200
Canada,32,10,85900
Canada,40,14,87500
Netherlands,42,18,122800
UK,37,17,103900
Sweden,43,25,132800
Poland,44,20,99100
Italy,29,11,88800
Germany,30,6,90100
Denmark,34,12,107900
Ireland,35,13,86900
Canada,39,17,115400
Argentina,37,12,54200
Ireland,56,36,168100
UK,33,12,115700
US,29,11,106200
Denmark,30,4,91300
Netherlands,29,10,97300
Belgium,36,14,105300
UK,37,15,122200
Switzerland,52,29,173400
Argentina,37,15,53600
Portugal,30,7,59000
US,33,15,118800
Mexico,36,12,54700
Sweden,47,26,140700
Switzerland,23,0,102100
US,23,0,74900
Sweden,40,21,115400
Canada,31,10,78000
Canada,40,18,107400
Germany,35,16,123400
Argentina,18,0,7200
Sweden,35,17,108000
Argentina,18,0,16600
Switzerland,46,22,145500
US,19,0,78500
Austria,24,6,79100
Spain,18,0,54300
Mexico,29,8,38700
Italy,19,0,47100
Italy,30,12,80900
France,18,0,61500
Ireland,36,9,86800
Italy,48,29,132200
Canada,42,20,124300
Austria,42,22,116500
Norway,38,18,115700
Sweden,30,9,84200
Denmark,27,7,94500
Portugal,38,18,84100
Germany,31,7,96100
Denmark,34,13,98100
Spain,38,16,104200
Denmark,19,0,89400
Norway,57,39,172200
France,25,0,65000
Portugal,29,9,68900
Portugal,43,25,100200
France,31,11,101800
Brazil,24,0,23400
US,38,19,125000
Canada,33,14,107600
Germany,32,13,90900
France,24,3,71600
Germany,18,0,82000
Brazil,45,14,61800
UK,38,14,99300
France,18,0,50000
Austria,30,5,90500
Ireland,62,35,154900
Ireland,35,12,101100
Ireland,50,32,144700
Portugal,25,0,48400
France,46,28,131700
Italy,44,25,126800
Italy,29,5,60000
Ireland,18,0,54500
Austria,48,27,127500
Germany,39,11,93700
Portugal,36,10,70900
Austria,36,12,98000
UK,33,12,105700
Spain,41,14,85900
Spain,44,22,108800
Sweden,29,6,69100
Belgium,28,3,76800
US,53,30,162300
Brazil,28,9,46800
Germany,38,16,108100
Brazil,26,1,26500
Ireland,33,13,98200
Sweden,25,7,80900
Austria,37,15,112400
Ireland,32,6,95000
US,28,7,82000
Poland,31,11,77400
Sweden,37,14,88400
Poland,26,7,53800
Ireland,26,0,69400
Brazil,37,17,86900
Belgium,18,0,66700
Canada,39,16,96800
France,41,17,120900
France,34,16,102300
Argentina,38,17,52400
Italy,38,17,96300
Switzerland,32,14,150300
Italy,52,27,120200
Portugal,46,28,113800
Sweden,20,0,69600
Denmark,38,18,110700
Norway,49,31,159200
US,45,25,158300
Mexico,28,8,32600
Austria,38,16,103100
Germany,44,23,137300
US,41,21,134100
Italy,29,3,53800
US,33,9,110400
Denmark,48,29,159200
Norway,46,22,129800
Netherlands,36,12,104300
Sweden,33,10,99000
Norway,22,0,71200
Belgium,39,14,106900
Poland,41,14,82900
Ireland,43,19,107400
Italy,37,19,89300
Netherlands,49,27,164700
Denmark,35,9,94000
Netherlands,44,25,144000
US,41,17,127000
UK,27,3,72400
US,34,14,111500
Argentina,46,21,81100
Denmark,40,21,125600
Germany,18,0,67800
Netherlands,41,18,116700
Italy,31,5,68500
Germany,44,24,145800
Poland,53,28,126600
Portugal,32,12,52400
UK,38,18,115500
Argentina,24,2,26800
Argentina,47,25,81600
Mexico,33,11,54300
Italy,47,26,111700
Brazil,30,6,21400
Argentina,34,11,59700
Norway,18,0,83700
Denmark,46,24,126200
Austria,43,19,111600
US,20,0,77100
Argentina,37,19,68400
Ireland,33,14,95000
Belgium,53,29,148500
Spain,37,10,78700
UK,34,15,114400
Brazil,23,4,42800
Netherlands,36,16,93700
Portugal,21,3,42200
Spain,24,1,60900
